"PHR_SK","PROD_SK","CAN_DISPENSE_FLG","IN_STOCK_FLG","QTY_ON_HAND","EFF_DT","TERM_DT"
"4010","1003","Y","Y","40","2024-01-01","2029-12-31"
"4010","1008","Y","Y","40","2024-01-01","2029-12-31"
"4010","1011","Y","Y","40","2024-01-01","2029-12-31"
"4010","1018","Y","Y","40","2024-01-01","2029-12-31"
"4010","1021","Y","Y","40","2024-01-01","2029-12-31"
"4010","1033","Y","Y","40","2024-01-01","2029-12-31"
"4011","1001","Y","Y","41","2024-01-01","2029-12-31"
"4011","1002","Y","Y","41","2024-01-01","2029-12-31"
"4011","1003","Y","Y","41","2024-01-01","2029-12-31"
"4011","1008","Y","Y","41","2024-01-01","2029-12-31"
"4011","1011","Y","Y","41","2024-01-01","2029-12-31"
"4011","1018","Y","Y","41","2024-01-01","2029-12-31"
"4011","1021","Y","Y","41","2024-01-01","2029-12-31"
"4011","1033","Y","Y","41","2024-01-01","2029-12-31"
"4012","1001","Y","Y","42","2024-01-01","2029-12-31"
"4012","1002","Y","Y","42","2024-01-01","2029-12-31"
"4012","1003","Y","Y","42","2024-01-01","2029-12-31"
"4012","1008","N","N","0","2024-01-01","2029-12-31"
"4012","1011","Y","Y","42","2024-01-01","2029-12-31"
"4012","1018","Y","Y","42","2024-01-01","2029-12-31"
"4012","1021","N","N","0","2024-01-01","2029-12-31"
"4012","1033","Y","Y","42","2024-01-01","2029-12-31"
"4013","1001","Y","Y","43","2024-01-01","2029-12-31"
"4013","1002","Y","Y","43","2024-01-01","2029-12-31"
"4013","1003","Y","Y","43","2024-01-01","2029-12-31"
"4013","1008","Y","Y","43","2024-01-01","2029-12-31"
"4013","1011","Y","Y","43","2024-01-01","2029-12-31"
"4013","1018","Y","Y","43","2024-01-01","2029-12-31"
"4013","1021","Y","Y","43","2024-01-01","2029-12-31"
"4013","1033","Y","Y","43","2024-01-01","2029-12-31"
"4014","1001","Y","Y","44","2024-01-01","2029-12-31"
"4014","1002","Y","Y","44","2024-01-01","2029-12-31"
"4014","1003","Y","Y","44","2024-01-01","2029-12-31"
"4014","1008","Y","Y","44","2024-01-01","2029-12-31"
"4014","1011","Y","Y","44","2024-01-01","2029-12-31"
"4014","1018","Y","Y","44","2024-01-01","2029-12-31"
"4014","1021","Y","Y","44","2024-01-01","2029-12-31"
"4014","1033","Y","Y","44","2024-01-01","2029-12-31"
"4015","1001","Y","Y","45","2024-01-01","2029-12-31"
"4015","1002","Y","Y","45","2024-01-01","2029-12-31"
"4015","1003","Y","Y","45","2024-01-01","2029-12-31"
"4015","1008","Y","Y","45","2024-01-01","2029-12-31"
"4015","1011","Y","Y","45","2024-01-01","2029-12-31"
"4015","1018","Y","Y","45","2024-01-01","2029-12-31"
"4015","1021","Y","Y","45","2024-01-01","2029-12-31"
"4015","1033","Y","Y","45","2024-01-01","2029-12-31"
"4016","1001","Y","Y","46","2024-01-01","2029-12-31"
"4016","1002","Y","Y","46","2024-01-01","2029-12-31"
"4016","1003","Y","Y","46","2024-01-01","2029-12-31"
"4016","1008","Y","Y","46","2024-01-01","2029-12-31"
"4016","1011","Y","Y","46","2024-01-01","2029-12-31"
"4016","1018","Y","Y","46","2024-01-01","2029-12-31"
"4016","1021","Y","Y","46","2024-01-01","2029-12-31"
"4016","1033","Y","Y","46","2024-01-01","2029-12-31"
"4017","1001","Y","Y","47","2024-01-01","2029-12-31"
"4017","1002","Y","Y","47","2024-01-01","2029-12-31"
"4017","1003","Y","Y","47","2024-01-01","2029-12-31"
"4017","1008","Y","Y","47","2024-01-01","2029-12-31"
"4017","1011","Y","Y","47","2024-01-01","2029-12-31"
"4017","1018","Y","N","0","2024-01-01","2029-12-31"
"4017","1021","Y","Y","47","2024-01-01","2029-12-31"
"4017","1033","Y","N","0","2024-01-01","2029-12-31"
"4018","1001","Y","Y","48","2024-01-01","2029-12-31"
"4018","1002","Y","Y","48","2024-01-01","2029-12-31"
"4018","1003","Y","Y","48","2024-01-01","2029-12-31"
"4018","1008","Y","Y","48","2024-01-01","2029-12-31"
"4018","1011","Y","Y","48","2024-01-01","2029-12-31"
"4018","1018","Y","Y","48","2024-01-01","2029-12-31"
"4018","1021","Y","Y","48","2024-01-01","2029-12-31"
"4018","1033","Y","Y","48","2024-01-01","2029-12-31"
"4019","1001","Y","Y","49","2024-01-01","2029-12-31"
"4019","1002","Y","Y","49","2024-01-01","2029-12-31"
"4019","1003","Y","Y","49","2024-01-01","2029-12-31"
"4019","1008","Y","Y","49","2024-01-01","2029-12-31"
"4019","1011","Y","Y","49","2024-01-01","2029-12-31"
"4019","1018","Y","Y","49","2024-01-01","2029-12-31"
"4019","1021","Y","Y","49","2024-01-01","2029-12-31"
"4019","1033","Y","Y","49","2024-01-01","2029-12-31"
"4020","1001","Y","Y","50","2024-01-01","2029-12-31"
"4020","1002","Y","Y","50","2024-01-01","2029-12-31"
"4020","1003","Y","Y","50","2024-01-01","2029-12-31"
"4020","1008","Y","Y","50","2024-01-01","2029-12-31"
"4020","1011","Y","Y","50","2024-01-01","2029-12-31"
"4020","1018","Y","Y","50","2024-01-01","2029-12-31"
"4020","1021","Y","Y","50","2024-01-01","2029-12-31"
"4020","1033","Y","Y","50","2024-01-01","2029-12-31"
"4021","1001","Y","Y","51","2024-01-01","2029-12-31"
"4021","1002","Y","Y","51","2024-01-01","2029-12-31"
"4021","1003","Y","Y","51","2024-01-01","2029-12-31"
"4021","1008","Y","Y","51","2024-01-01","2029-12-31"
"4021","1011","Y","Y","51","2024-01-01","2029-12-31"
"4021","1018","Y","Y","51","2024-01-01","2029-12-31"
"4021","1021","Y","Y","51","2024-01-01","2029-12-31"
"4021","1033","Y","Y","51","2024-01-01","2029-12-31"
"4022","1001","Y","Y","52","2024-01-01","2029-12-31"
"4022","1002","Y","Y","52","2024-01-01","2029-12-31"
"4022","1003","Y","Y","52","2024-01-01","2029-12-31"
"4022","1008","Y","Y","52","2024-01-01","2029-12-31"
"4022","1011","Y","Y","52","2024-01-01","2029-12-31"
"4022","1018","Y","Y","52","2024-01-01","2029-12-31"
"4022","1021","Y","Y","52","2024-01-01","2029-12-31"
"4022","1033","Y","Y","52","2024-01-01","2029-12-31"
"4023","1001","Y","Y","53","2024-01-01","2029-12-31"
"4023","1002","Y","Y","53","2024-01-01","2029-12-31"
"4023","1003","Y","Y","53","2024-01-01","2029-12-31"
"4023","1008","Y","Y","53","2024-01-01","2029-12-31"
"4023","1011","Y","Y","53","2024-01-01","2029-12-31"
"4023","1018","Y","Y","53","2024-01-01","2029-12-31"
"4023","1021","Y","Y","53","2024-01-01","2029-12-31"
"4023","1033","Y","Y","53","2024-01-01","2029-12-31"
"4024","1001","Y","Y","54","2024-01-01","2029-12-31"
"4024","1002","Y","Y","54","2024-01-01","2029-12-31"
"4024","1003","Y","Y","54","2024-01-01","2029-12-31"
"4024","1008","Y","Y","54","2024-01-01","2029-12-31"
"4024","1011","Y","Y","54","2024-01-01","2029-12-31"
"4024","1018","Y","Y","54","2024-01-01","2029-12-31"
"4024","1021","Y","Y","54","2024-01-01","2029-12-31"
"4024","1033","Y","Y","54","2024-01-01","2029-12-31"
"4025","1001","Y","Y","55","2024-01-01","2029-12-31"
"4025","1002","Y","Y","55","2024-01-01","2029-12-31"
"4025","1003","Y","Y","55","2024-01-01","2029-12-31"
"4025","1008","Y","Y","55","2024-01-01","2029-12-31"
"4025","1011","Y","Y","55","2024-01-01","2029-12-31"
"4025","1018","Y","Y","55","2024-01-01","2029-12-31"
"4025","1021","Y","Y","55","2024-01-01","2029-12-31"
"4025","1033","Y","Y","55","2024-01-01","2029-12-31"
"4026","1001","Y","Y","56","2024-01-01","2029-12-31"
"4026","1002","Y","Y","56","2024-01-01","2029-12-31"
"4026","1003","Y","Y","56","2024-01-01","2029-12-31"
"4026","1008","Y","Y","56","2024-01-01","2029-12-31"
"4026","1011","Y","Y","56","2024-01-01","2029-12-31"
"4026","1018","Y","Y","56","2024-01-01","2029-12-31"
"4026","1021","Y","Y","56","2024-01-01","2029-12-31"
"4026","1033","Y","Y","56","2024-01-01","2029-12-31"
"4027","1001","Y","Y","57","2024-01-01","2029-12-31"
"4027","1002","Y","Y","57","2024-01-01","2029-12-31"
"4027","1003","Y","Y","57","2024-01-01","2029-12-31"
"4027","1008","Y","Y","57","2024-01-01","2029-12-31"
"4027","1011","Y","Y","57","2024-01-01","2029-12-31"
"4027","1018","Y","Y","57","2024-01-01","2029-12-31"
"4027","1021","Y","Y","57","2024-01-01","2029-12-31"
"4027","1033","Y","Y","57","2024-01-01","2029-12-31"
"4028","1001","Y","Y","58","2024-01-01","2029-12-31"
"4028","1002","Y","Y","58","2024-01-01","2029-12-31"
"4028","1003","Y","Y","58","2024-01-01","2029-12-31"
"4028","1008","Y","Y","58","2024-01-01","2029-12-31"
"4028","1011","Y","Y","58","2024-01-01","2029-12-31"
"4028","1018","Y","Y","58","2024-01-01","2029-12-31"
"4028","1021","Y","Y","58","2024-01-01","2029-12-31"
"4028","1033","Y","Y","58","2024-01-01","2029-12-31"
"4029","1001","Y","Y","59","2024-01-01","2029-12-31"
"4029","1002","Y","Y","59","2024-01-01","2029-12-31"
"4029","1003","Y","Y","59","2024-01-01","2029-12-31"
"4029","1008","N","N","0","2024-01-01","2029-12-31"
"4029","1011","Y","Y","59","2024-01-01","2029-12-31"
"4029","1018","Y","Y","59","2024-01-01","2029-12-31"
"4029","1021","N","N","0","2024-01-01","2029-12-31"
"4029","1033","Y","Y","59","2024-01-01","2029-12-31"
"4030","1001","Y","Y","60","2024-01-01","2029-12-31"
"4030","1002","Y","Y","60","2024-01-01","2029-12-31"
"4030","1003","Y","Y","60","2024-01-01","2029-12-31"
"4030","1008","Y","Y","60","2024-01-01","2029-12-31"
"4030","1011","Y","Y","60","2024-01-01","2029-12-31"
"4030","1018","Y","N","0","2024-01-01","2029-12-31"
"4030","1021","Y","Y","60","2024-01-01","2029-12-31"
"4030","1033","Y","N","0","2024-01-01","2029-12-31"
"4031","1001","Y","Y","61","2024-01-01","2029-12-31"
"4031","1002","Y","Y","61","2024-01-01","2029-12-31"
"4031","1003","Y","Y","61","2024-01-01","2029-12-31"
"4031","1008","Y","Y","61","2024-01-01","2029-12-31"
"4031","1011","Y","Y","61","2024-01-01","2029-12-31"
"4031","1018","Y","Y","61","2024-01-01","2029-12-31"
"4031","1021","Y","Y","61","2024-01-01","2029-12-31"
"4031","1033","Y","Y","61","2024-01-01","2029-12-31"
"4032","1001","Y","Y","62","2024-01-01","2029-12-31"
"4032","1002","Y","Y","62","2024-01-01","2029-12-31"
"4032","1003","Y","Y","62","2024-01-01","2029-12-31"
"4032","1008","Y","Y","62","2024-01-01","2029-12-31"
"4032","1011","Y","Y","62","2024-01-01","2029-12-31"
"4032","1018","Y","Y","62","2024-01-01","2029-12-31"
"4032","1021","Y","Y","62","2024-01-01","2029-12-31"
"4032","1033","Y","Y","62","2024-01-01","2029-12-31"
"4033","1001","Y","Y","63","2024-01-01","2029-12-31"
"4033","1002","Y","Y","63","2024-01-01","2029-12-31"
"4033","1003","Y","Y","63","2024-01-01","2029-12-31"
"4033","1008","Y","Y","63","2024-01-01","2029-12-31"
"4033","1011","Y","Y","63","2024-01-01","2029-12-31"
"4033","1018","Y","Y","63","2024-01-01","2029-12-31"
"4033","1021","Y","Y","63","2024-01-01","2029-12-31"
"4033","1033","Y","Y","63","2024-01-01","2029-12-31"
"4034","1001","Y","Y","64","2024-01-01","2029-12-31"
"4034","1002","Y","Y","64","2024-01-01","2029-12-31"
"4034","1003","Y","Y","64","2024-01-01","2029-12-31"
"4034","1008","Y","Y","64","2024-01-01","2029-12-31"
"4034","1011","Y","Y","64","2024-01-01","2029-12-31"
"4034","1018","Y","Y","64","2024-01-01","2029-12-31"
"4034","1021","Y","Y","64","2024-01-01","2029-12-31"
"4034","1033","Y","Y","64","2024-01-01","2029-12-31"
"4035","1001","Y","Y","65","2024-01-01","2029-12-31"
"4035","1002","Y","Y","65","2024-01-01","2029-12-31"
"4035","1003","Y","Y","65","2024-01-01","2029-12-31"
"4035","1008","Y","Y","65","2024-01-01","2029-12-31"
"4035","1011","Y","Y","65","2024-01-01","2029-12-31"
"4035","1018","Y","Y","65","2024-01-01","2029-12-31"
"4035","1021","Y","Y","65","2024-01-01","2029-12-31"
"4035","1033","Y","Y","65","2024-01-01","2029-12-31"
"4036","1001","Y","Y","66","2024-01-01","2029-12-31"
"4036","1002","Y","Y","66","2024-01-01","2029-12-31"
"4036","1003","Y","Y","66","2024-01-01","2029-12-31"
"4036","1008","Y","Y","66","2024-01-01","2029-12-31"
"4036","1011","Y","Y","66","2024-01-01","2029-12-31"
"4036","1018","Y","Y","66","2024-01-01","2029-12-31"
"4036","1021","Y","Y","66","2024-01-01","2029-12-31"
"4036","1033","Y","Y","66","2024-01-01","2029-12-31"
"4037","1001","Y","Y","67","2024-01-01","2029-12-31"
"4037","1002","Y","Y","67","2024-01-01","2029-12-31"
"4037","1003","Y","Y","67","2024-01-01","2029-12-31"
"4037","1008","Y","Y","67","2024-01-01","2029-12-31"
"4037","1011","Y","Y","67","2024-01-01","2029-12-31"
"4037","1018","Y","Y","67","2024-01-01","2029-12-31"
"4037","1021","Y","Y","67","2024-01-01","2029-12-31"
"4037","1033","Y","Y","67","2024-01-01","2029-12-31"
"4038","1001","Y","Y","68","2024-01-01","2029-12-31"
"4038","1002","Y","Y","68","2024-01-01","2029-12-31"
"4038","1003","Y","Y","68","2024-01-01","2029-12-31"
"4038","1008","Y","Y","68","2024-01-01","2029-12-31"
"4038","1011","Y","Y","68","2024-01-01","2029-12-31"
"4038","1018","Y","Y","68","2024-01-01","2029-12-31"
"4038","1021","Y","Y","68","2024-01-01","2029-12-31"
"4038","1033","Y","Y","68","2024-01-01","2029-12-31"
"4039","1001","Y","Y","69","2024-01-01","2029-12-31"
"4039","1002","Y","Y","69","2024-01-01","2029-12-31"
"4039","1003","Y","Y","69","2024-01-01","2029-12-31"
"4039","1008","Y","Y","69","2024-01-01","2029-12-31"
"4039","1011","Y","Y","69","2024-01-01","2029-12-31"
"4039","1018","Y","Y","69","2024-01-01","2029-12-31"
"4039","1021","Y","Y","69","2024-01-01","2029-12-31"
"4039","1033","Y","Y","69","2024-01-01","2029-12-31"
"4040","1001","Y","Y","70","2024-01-01","2029-12-31"
"4040","1002","Y","Y","70","2024-01-01","2029-12-31"
"4040","1003","Y","Y","70","2024-01-01","2029-12-31"
"4040","1008","Y","Y","70","2024-01-01","2029-12-31"
"4040","1011","Y","Y","70","2024-01-01","2029-12-31"
"4040","1018","Y","Y","70","2024-01-01","2029-12-31"
"4040","1021","Y","Y","70","2024-01-01","2029-12-31"
"4040","1033","Y","Y","70","2024-01-01","2029-12-31"
"4041","1001","Y","Y","71","2024-01-01","2029-12-31"
"4041","1002","Y","Y","71","2024-01-01","2029-12-31"
"4041","1003","Y","Y","71","2024-01-01","2029-12-31"
"4041","1008","Y","Y","71","2024-01-01","2029-12-31"
"4041","1011","Y","Y","71","2024-01-01","2029-12-31"
"4041","1018","Y","Y","71","2024-01-01","2029-12-31"
"4041","1021","Y","Y","71","2024-01-01","2029-12-31"
"4041","1033","Y","Y","71","2024-01-01","2029-12-31"
"4042","1001","Y","Y","72","2024-01-01","2029-12-31"
"4042","1002","Y","Y","72","2024-01-01","2029-12-31"
"4042","1003","Y","Y","72","2024-01-01","2029-12-31"
"4042","1008","Y","Y","72","2024-01-01","2029-12-31"
"4042","1011","Y","Y","72","2024-01-01","2029-12-31"
"4042","1018","Y","Y","72","2024-01-01","2029-12-31"
"4042","1021","Y","Y","72","2024-01-01","2029-12-31"
"4042","1033","Y","Y","72","2024-01-01","2029-12-31"
"4043","1001","Y","Y","73","2024-01-01","2029-12-31"
"4043","1002","Y","Y","73","2024-01-01","2029-12-31"
"4043","1003","Y","Y","73","2024-01-01","2029-12-31"
"4043","1008","Y","Y","73","2024-01-01","2029-12-31"
"4043","1011","Y","Y","73","2024-01-01","2029-12-31"
"4043","1018","Y","N","0","2024-01-01","2029-12-31"
"4043","1021","Y","Y","73","2024-01-01","2029-12-31"
"4043","1033","Y","N","0","2024-01-01","2029-12-31"
"4044","1001","Y","Y","74","2024-01-01","2029-12-31"
"4044","1002","Y","Y","74","2024-01-01","2029-12-31"
"4044","1003","Y","Y","74","2024-01-01","2029-12-31"
"4044","1008","Y","Y","74","2024-01-01","2029-12-31"
"4044","1011","Y","Y","74","2024-01-01","2029-12-31"
"4044","1018","Y","Y","74","2024-01-01","2029-12-31"
"4044","1021","Y","Y","74","2024-01-01","2029-12-31"
"4044","1033","Y","Y","74","2024-01-01","2029-12-31"
"4045","1001","Y","Y","75","2024-01-01","2029-12-31"
"4045","1002","Y","Y","75","2024-01-01","2029-12-31"
"4045","1003","Y","Y","75","2024-01-01","2029-12-31"
"4045","1008","Y","Y","75","2024-01-01","2029-12-31"
"4045","1011","Y","Y","75","2024-01-01","2029-12-31"
"4045","1018","Y","Y","75","2024-01-01","2029-12-31"
"4045","1021","Y","Y","75","2024-01-01","2029-12-31"
"4045","1033","Y","Y","75","2024-01-01","2029-12-31"
"4046","1001","Y","Y","76","2024-01-01","2029-12-31"
"4046","1002","Y","Y","76","2024-01-01","2029-12-31"
"4046","1003","Y","Y","76","2024-01-01","2029-12-31"
"4046","1008","N","N","0","2024-01-01","2029-12-31"
"4046","1011","Y","Y","76","2024-01-01","2029-12-31"
"4046","1018","Y","Y","76","2024-01-01","2029-12-31"
"4046","1021","N","N","0","2024-01-01","2029-12-31"
"4046","1033","Y","Y","76","2024-01-01","2029-12-31"
"4047","1001","Y","Y","77","2024-01-01","2029-12-31"
"4047","1002","Y","Y","77","2024-01-01","2029-12-31"
"4047","1003","Y","Y","77","2024-01-01","2029-12-31"
"4047","1008","Y","Y","77","2024-01-01","2029-12-31"
"4047","1011","Y","Y","77","2024-01-01","2029-12-31"
"4047","1018","Y","Y","77","2024-01-01","2029-12-31"
"4047","1021","Y","Y","77","2024-01-01","2029-12-31"
"4047","1033","Y","Y","77","2024-01-01","2029-12-31"
"4048","1001","Y","Y","78","2024-01-01","2029-12-31"
"4048","1002","Y","Y","78","2024-01-01","2029-12-31"
"4048","1003","Y","Y","78","2024-01-01","2029-12-31"
"4048","1008","Y","Y","78","2024-01-01","2029-12-31"
"4048","1011","Y","Y","78","2024-01-01","2029-12-31"
"4048","1018","Y","Y","78","2024-01-01","2029-12-31"
"4048","1021","Y","Y","78","2024-01-01","2029-12-31"
"4048","1033","Y","Y","78","2024-01-01","2029-12-31"
"4049","1001","Y","Y","79","2024-01-01","2029-12-31"
"4049","1002","Y","Y","79","2024-01-01","2029-12-31"
"4049","1003","Y","Y","79","2024-01-01","2029-12-31"
"4049","1008","Y","Y","79","2024-01-01","2029-12-31"
"4049","1011","Y","Y","79","2024-01-01","2029-12-31"
"4049","1018","Y","Y","79","2024-01-01","2029-12-31"
"4049","1021","Y","Y","79","2024-01-01","2029-12-31"
"4049","1033","Y","Y","79","2024-01-01","2029-12-31"
"4050","1001","Y","Y","80","2024-01-01","2029-12-31"
"4050","1002","Y","Y","80","2024-01-01","2029-12-31"
"4050","1003","Y","Y","80","2024-01-01","2029-12-31"
"4050","1008","Y","Y","80","2024-01-01","2029-12-31"
"4050","1011","Y","Y","80","2024-01-01","2029-12-31"
"4050","1018","Y","Y","80","2024-01-01","2029-12-31"
"4050","1021","Y","Y","80","2024-01-01","2029-12-31"
"4050","1033","Y","Y","80","2024-01-01","2029-12-31"
"4051","1001","Y","Y","81","2024-01-01","2029-12-31"
"4051","1002","Y","Y","81","2024-01-01","2029-12-31"
"4051","1003","Y","Y","81","2024-01-01","2029-12-31"
"4051","1008","Y","Y","81","2024-01-01","2029-12-31"
"4051","1011","Y","Y","81","2024-01-01","2029-12-31"
"4051","1018","Y","Y","81","2024-01-01","2029-12-31"
"4051","1021","Y","Y","81","2024-01-01","2029-12-31"
"4051","1033","Y","Y","81","2024-01-01","2029-12-31"
"4052","1001","Y","Y","82","2024-01-01","2029-12-31"
"4052","1002","Y","Y","82","2024-01-01","2029-12-31"
"4052","1003","Y","Y","82","2024-01-01","2029-12-31"
"4052","1008","Y","Y","82","2024-01-01","2029-12-31"
"4052","1011","Y","Y","82","2024-01-01","2029-12-31"
"4052","1018","Y","Y","82","2024-01-01","2029-12-31"
"4052","1021","Y","Y","82","2024-01-01","2029-12-31"
"4052","1033","Y","Y","82","2024-01-01","2029-12-31"
"4053","1001","Y","Y","83","2024-01-01","2029-12-31"
"4053","1002","Y","Y","83","2024-01-01","2029-12-31"
"4053","1003","Y","Y","83","2024-01-01","2029-12-31"
"4053","1008","Y","Y","83","2024-01-01","2029-12-31"
"4053","1011","Y","Y","83","2024-01-01","2029-12-31"
"4053","1018","Y","Y","83","2024-01-01","2029-12-31"
"4053","1021","Y","Y","83","2024-01-01","2029-12-31"
"4053","1033","Y","Y","83","2024-01-01","2029-12-31"
"4054","1001","Y","Y","84","2024-01-01","2029-12-31"
"4054","1002","Y","Y","84","2024-01-01","2029-12-31"
"4054","1003","Y","Y","84","2024-01-01","2029-12-31"
"4054","1008","Y","Y","84","2024-01-01","2029-12-31"
"4054","1011","Y","Y","84","2024-01-01","2029-12-31"
"4054","1018","Y","Y","84","2024-01-01","2029-12-31"
"4054","1021","Y","Y","84","2024-01-01","2029-12-31"
"4054","1033","Y","Y","84","2024-01-01","2029-12-31"
"4055","1001","Y","Y","85","2024-01-01","2029-12-31"
"4055","1002","Y","Y","85","2024-01-01","2029-12-31"
"4055","1003","Y","Y","85","2024-01-01","2029-12-31"
"4055","1008","Y","Y","85","2024-01-01","2029-12-31"
"4055","1011","Y","Y","85","2024-01-01","2029-12-31"
"4055","1018","Y","Y","85","2024-01-01","2029-12-31"
"4055","1021","Y","Y","85","2024-01-01","2029-12-31"
"4055","1033","Y","Y","85","2024-01-01","2029-12-31"
"4056","1001","Y","Y","86","2024-01-01","2029-12-31"
"4056","1002","Y","Y","86","2024-01-01","2029-12-31"
"4056","1003","Y","Y","86","2024-01-01","2029-12-31"
"4056","1008","Y","Y","86","2024-01-01","2029-12-31"
"4056","1011","Y","Y","86","2024-01-01","2029-12-31"
"4056","1018","Y","N","0","2024-01-01","2029-12-31"
"4056","1021","Y","Y","86","2024-01-01","2029-12-31"
"4056","1033","Y","N","0","2024-01-01","2029-12-31"
"4057","1001","Y","Y","87","2024-01-01","2029-12-31"
"4057","1002","Y","Y","87","2024-01-01","2029-12-31"
"4057","1003","Y","Y","87","2024-01-01","2029-12-31"
"4057","1008","Y","Y","87","2024-01-01","2029-12-31"
"4057","1011","Y","Y","87","2024-01-01","2029-12-31"
"4057","1018","Y","Y","87","2024-01-01","2029-12-31"
"4057","1021","Y","Y","87","2024-01-01","2029-12-31"
"4057","1033","Y","Y","87","2024-01-01","2029-12-31"
"4058","1001","Y","Y","88","2024-01-01","2029-12-31"
"4058","1002","Y","Y","88","2024-01-01","2029-12-31"
"4058","1003","Y","Y","88","2024-01-01","2029-12-31"
"4058","1008","Y","Y","88","2024-01-01","2029-12-31"
"4058","1011","Y","Y","88","2024-01-01","2029-12-31"
"4058","1018","Y","Y","88","2024-01-01","2029-12-31"
